title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
The O.J. Simpson Tapes,2015,N/A,60 min,"Documentary, News",N/A,N/A,"Elizabeth Vargas, Dan Abrams, Tanya Brown, Kim Goldman",20/20 recalls the O.J. Simpson case and the controversial trial where he was acquitted of the murders of Nicole Brown Simpson and Ron Goldman. It then examines the wrongful death civil trail brought against Simpson and looks at a video tape of the deposition he was force to make for the trial.,N/A,N/A,N/A,5.5,6,tt5080296,N/A
Dev Kanatlar: Kara Akbaba,2006,N/A,52 min,Documentary,Ece Soydam,Ece Soydam,N/A,N/A,Turkish,Turkey,N/A,N/A,N/A,tt5080312,N/A
Ayi ve Insan: Bitmeyen Catisma,2010,N/A,56 min,Documentary,Ece Soydam,Ece Soydam,N/A,"The problems between bears and humans, reflected through colorful stories from the Black Sea region of Turkey.",Turkish,Turkey,N/A,N/A,7,tt5080320,N/A
The Return of Danger K,2015,N/A,11 min,"Animation, Action, Adventure","Robert Cullen, Simon Hall",Ben Ward,"Alexander Armstrong, Kevin Eldon, Stephen Fry","Back in 1983 or thereabouts, Agent Danger K defeated Birch Badboy, who threatened to destroy the UK with his dreadfully rude behavior. Now, Badboy escapes from Arkwright Asylum, steals his megaphone from the top secret Danger Muse...",N/A,N/A,N/A,N/A,18,tt5080336,N/A
The Invitation,2016,N/A,82 min,"Comedy, Drama",Michaël Cohen,"Michaël Cohen, Lena Coen, Dan Coen","Nicolas Bedos, Michaël Cohen, Camille Chamoux","In the middle of the night, Léo wakes up his best friend Raphaël. His car has broken down an hour away from Paris. No way is Raphaël going to pick him up, that is until the woman of his dreams kicks him out of bed. Once he gets to where Léo is waiting, he discovers there is no breakdown, but what is there waiting for Raphaël?",French,France,N/A,5.4,130,tt5080356,N/A
Episode dated 14 October 2015,2015,TV-14,120 min,Sport,N/A,N/A,"Booker Huffman, Jerry Lawler",N/A,N/A,N/A,N/A,N/A,N/A,tt5080482,N/A
Gå Tur & Frieri,2015,N/A,N/A,Comedy,Simen Alsvik,"Simen Alsvik (creator), Lars Gudmestad (creator), Kristin Skogheim","Trond Fausa, Janne Formoe, Ellen Horn, Johannes Joner",N/A,N/A,N/A,N/A,N/A,N/A,tt5080508,N/A
Episode #1.1,2016,TV-14,58 min,"Drama, Thriller",James Hawes,Peter Moffat,"Sophie Okonedo, Adrian Lester, Daniel Ezra","Lawyer Maya Cobbina returns to London from Louisiana where she has been trying to halt the execution of falsely accused murderer Rudy Jones. Her head of chambers Jimmy tells her that she could be in line for the job of Director of Public Prosecutions, a role which would also allow her to investigate the death of her friend and anti-racist campaigner Michael Antwi. Maya's good news is shared with her husband of twenty years Nick , an attentive son to his own father dying in a hospice, and their children. However Nick is an ex-policeman and his wife's news prompts his former superior Paul Brightwell to persuade him to spy on Maya's political activities.",N/A,N/A,N/A,7.2,127,tt5080520,N/A
The Best of Ninja Slayer from Animation,2015,TV-MA,14 min,"Animation, Action, Fantasy",Akira Amemiya,N/A,"Sora Amamiya, Toshiyuki Morikawa, Christopher Sabat, Chiwa Saitô","Select segments from the Ninja Slayer saga that could not be included in the regular series. Includes scenes from ""Fuji Sun Rising,"" ""Atrocity in Neo-Saitama City,"" ""The Aftermath,"" and more.",N/A,N/A,N/A,5.4,5,tt5080526,N/A
Barefoot Girl.,2015,N/A,N/A,"Animation, Comedy, Drama",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt5080536,N/A
2.0,2018,Not Rated,148 min,"Action, Fantasy, Sci-Fi",S. Shankar,"S. Shankar, Abbas Tyrewala, Jayamohan","Rajinikanth, Akshay Kumar, Amy Jackson",8 years after Chitti was dismantled due to destruction he caused. Vaseegaran has created new human robot Nila which can understand human feelings better. The cell phones in the city start to disappear from everywhere. A creature in the form of bird creates havoc in the city causing destruction. Vaseegaran believes it to be the fifth element force and decides to get Chitti back in action. When Vaseegaran traces the location of missing cellphones with help of Chitti and Nila he finds that its not the fifth force but a human force done by late professor Pakshi Rajan.,"Tamil, Hindi",India,3 wins & 8 nominations total,6.0,"29,546",tt5080556,N/A
Sleepaway Camp,2015,N/A,3 min,Documentary,James Rolfe,James Rolfe,James Rolfe,N/A,N/A,N/A,N/A,7.0,6,tt5080662,N/A
The Condo Cops,2015–,N/A,N/A,Reality-TV,N/A,N/A,"Mike Perez, Darleen DePoalo, Mike Guju",N/A,English,United States,N/A,N/A,12,tt5080670,N/A
House of Gord,2001–,N/A,N/A,Adult,N/A,N/A,"Jeff Gord, Lydia McLane, Lady Serena",N/A,English,United States,N/A,N/A,9,tt5080682,N/A
Episode #4.3,2016,TV-PG,45 min,Drama,Bill Anderson,Matt Jones,"Jeremy Piven, Emma Hamilton, Kara Tointon","Following his mother's funeral Harry incurs his children's displeasure through his affair with Rosie Dolly, whose gambling habit he finances, as well as a stock flotation suggested by Dillon, though it pays out dividends at the expense of family loyalty. Cosmetics queen Elizabeth Arden comes to supervise a display and strikes a chord with Kitty when it transpires that both put career above child bearing. However Kitty is surprised when Miss Arden tells her that her marriage is in decline and offers her a job in America. Tilly continues to face bigotry whilst an injury which makes him housebound gives Roger Grove time to bond with his family - before a visit to a doctor results in terrible news.",N/A,N/A,N/A,N/A,99,tt5080698,N/A
Episode #4.4,2016,TV-PG,44 min,"Drama, History",Bill Anderson,James Payne,"Jeremy Piven, Sacha Dhawan, Thomas Nelstrop",Frank turns into prey at a swank junket for the press. Josie arrives to console Grove. Harry faces a choice: either settle a gambling debt or bankroll the Dolly twins' dream job.,N/A,N/A,N/A,N/A,109,tt5080712,N/A
El Caboose,2016,TV-MA,21 min,"Comedy, Fantasy","Adam Nix, Evan Nix, Michael S. Chandler","Cody Heller, Brett Konner, Dan Lagana","Tyler Labine, Kal Penn, Efren Ramirez","In order to afford to leave the seedy massage parlor where he's been hiding out for six months, Pac helps the ghost of a Mexican drug mule.",N/A,N/A,N/A,7.2,71,tt5080714,N/A
Digging Up the Past,2016,TV-MA,22 min,Comedy,"Adam Nix, Evan Nix, Michael S. Chandler","Cody Heller, Brett Konner, Jon Silberman","Tyler Labine, Kal Penn, Neal Huff","Pac is back. Well not quite yet. Roofies in south America, Sue is crossed on over to the other side. Seems Pac has given up on crossing Ghost over to the otherwise. Living in a Massage parlor now. Pac has to do something to make m...",N/A,N/A,N/A,N/A,60,tt5080716,N/A
Bong Pong,2016,TV-MA,22 min,"Comedy, Fantasy","Adam Nix, Evan Nix, Michael S. Chandler","Cody Heller, Brett Konner, Jon Silberman","Tyler Labine, Kal Penn, Gregory Abbey",Pac and Clyde's first professional ghost case together involves a dead stoner who can't remember his unfinished business.,N/A,N/A,N/A,N/A,67,tt5080718,N/A
The Cindy 500,2016,TV-MA,22 min,Comedy,"Adam Nix, Evan Nix, Michael S. Chandler","Cody Heller (created by), Brett Konner (created by), Jon Silberman (producer), Jon Silberman, Josh Silberman","Tyler Labine, Kal Penn, Kurt Braunohler, John Rothman",Pac and Clyde help the ghost of a dead porn star who is refusing to let her daughter get married until she finds the father.,N/A,N/A,N/A,8.6,49,tt5080724,N/A
Weeknight at Skillitz,2016,TV-MA,21 min,"Comedy, Fantasy",Jay Karas,"Cody Heller, Brett Konner, Jon Silberman","Tyler Labine, Kal Penn, Kurt Braunohler",Pac and Clyde help the ghost of a famous DJ so they can gain entrance to an exclusive night club.,N/A,N/A,N/A,N/A,53,tt5080726,N/A
Naomi Jones,2017,N/A,81 min,Comedy,Tom Knoblauch,Tom Knoblauch,"Leah Cardenas, Katie Otten, Liz Matukewicz",Independent filmmaker Naomi Jones struggles to make it through a day of filming her first film with a high stakes budget.,English,United States,N/A,N/A,19,tt5080732,N/A
This Is Nothing Like the Today Show,2016,TV-14,60 min,Comedy,N/A,"Paul Greenberg, John A. Kennedy, Carol Leifer","Terry Bradshaw, Jeff Dye, George Foreman, William Shatner","The ""boys"" find Tokyo just a bit overwhelming. And weird. And they fit right in.",N/A,N/A,N/A,8.8,124,tt5080736,N/A
"Kyoto and Hong Kong: Less Talky, More Sake",2016,TV-14,N/A,"Documentary, Comedy",N/A,"Paul Greenberg, John A. Kennedy, Carol Leifer","Terry Bradshaw, La Carmina, Jeff Dye","The group visits a geisha house and samurai warrior school in Kyoto, Japan. In Hong Kong Shatner books a top hotel. Group rents a yacht, has custom suits made and visits an ancient Chinese medicine shop.",N/A,N/A,N/A,N/A,110,tt5080738,N/A
Prime Cuts: Season 5,2015,N/A,N/A,"Documentary, Adventure",Tom Vitale,N/A,"Anthony Bourdain, Daniel Lee Gray",N/A,English,United States,N/A,N/A,33,tt5080742,N/A
The Real Buttwoman Returns,2015,N/A,N/A,Adult,Alexis Texas,N/A,"Marco Banderas, Mick Blue, Abella Danger, Jules Jordan",N/A,English,USA,N/A,5.8,10,tt5080770,N/A
Die Flaschenpost,2015,N/A,N/A,N/A,Klaus Wirbitzky,Anja Jabs,"Neil Malik Abdullah, Jodie Ahlborn, Sina Knecht, Zoë Malia Moon",N/A,N/A,N/A,N/A,N/A,N/A,tt5080772,N/A
Miss Tushy,2015,N/A,178 min,Adult,Greg Lansky,N/A,"Mick Blue, Marley Brinx, Carter Cruise, Abella Danger",N/A,English,Spain,N/A,7.8,5,tt5080786,N/A
The Adventures of the Magic Globe or Witch's Tricks,1991,N/A,65 min,Animation,Ivan Aksenchuk,"Aleksandr Galich, Vladimir Golovanov, Georgiy Grebner","Aleksandra Babaeva, Elvira Brunovskaya, Gennadiy Dudnik","Director Ivan Aksenchuk has released a cartoon-collection entitled ""The Adventures of a Magic Globe, or the Witch's Trick"". In addition to ""The Boy from Naples"", which became the plot basis for the collection, this film includes the following Aksenchuk fairy tales (in order of display): ""Nut twig"" (1955); ""Woe is not a problem"" (1983); ""Cinderella"" (1979).",Russian,Soviet Union,N/A,N/A,27,tt5080794,N/A
Skatekeet,2015,N/A,16 min,"Documentary, Short",Edward Cook,N/A,N/A,"Skatekeet is a documentary about Keet, a ten-year-old girl, whose skateboard skills have attracted attention in a skate world dominated by boys. Besides getting respect from her fellow skaters she also encounters lack of understanding from others. Keet glides through a world of pre-conceived opinions on how girls should be, while carving out her own path.",Dutch,Netherlands,1 nomination,8.1,39,tt5080796,N/A
The Sakurada Family's Nine Siblings,2015,TV-PG,24 min,"Animation, Comedy, Drama",Noriaki Akitaya,"Jessie James Grelle, Christian La Monte, Monica Rial","Kana Hanazawa, Ai Kayano, Ryohei Kimura","Shy Akane is the fourth of nine siblings of the Royal Sakurada Family. Although she cannot even pass by a surveillance camera without wanting to hide, her father, the King, has decided to hold an election to name his successor.",N/A,N/A,N/A,N/A,11,tt5080800,N/A
The Hexecutioners,2015,Not Rated,97 min,Horror,Jesse Thomas Cook,Tony Burgess,"Liv Collins, Sarah Power, Timothy Burd","Two disparate young women working for a company that conducts euthanasia are dispatched to a remote estate to perform a custom assisted-suicide ritual, but unwittingly summon the wraiths of a Death Cult that once inhabited the property.",English,Canada,1 win total,4.2,738,tt5080804,N/A
Big Sister's Good Image/Sato's Unrequited Love,2015,TV-PG,24 min,"Animation, Comedy, Drama",Noriaki Akitaya,"Josh Grelle, Christian La Monte, Monica Rial","Kana Hanazawa, Ai Kayano, Ryohei Kimura","We learn more about Kanade, the second royal princess, and her relationship with Akane. We also meet Sato, Shu's classmate, and find out her feelings for him.",N/A,N/A,N/A,N/A,11,tt5080806,N/A
I Want to Be Popular/First Errand/Life as an Idol,2015,TV-PG,24 min,"Animation, Comedy, Drama",Noriaki Akitaya,"Josh Grelle, Christian La Monte, Monica Rial","Kana Hanazawa, Ai Kayano, Ryohei Kimura",It's another typical day for the Sakurada Royal Family. Hikari tries her best to appeal to the citizens. Teru endures the trials of his first errand. Hikari decides the best way to get more votes for the election is to become a po...,N/A,N/A,N/A,N/A,11,tt5080812,N/A
'Hot Tub Time Machine 2' and 'McFarland USA',2015,N/A,N/A,"Comedy, Talk-Show",Eric Notarnicola,"Tim Heidecker, Gregg Turkington","Tim Heidecker, Gregg Turkington",Tim and Gregg review Hot Tub Time Machine 2 and McFarland USA.,N/A,N/A,N/A,N/A,13,tt5080816,N/A
The Royal Princess' Skirt/The Mysterious Student Council President,2015,TV-PG,24 min,"Animation, Comedy, Drama",Noriaki Akitaya,"Josh Grelle, Christian La Monte, Monica Rial","Kana Hanazawa, Ai Kayano, Ryohei Kimura","Akane goes to school without a crucial piece of clothing. Also, the student council is making all students participate in a town beautification day. Who is behind this and how will Akane deal with all the cameras?",N/A,N/A,N/A,N/A,12,tt5080820,N/A
Summer Vacation/Online Secret/Eight of Misaki,2015,TV-PG,24 min,"Animation, Comedy, Drama",Noriaki Akitaya,"Jessie James Grelle, Christian La Monte, Monica Rial","Kana Hanazawa, Ai Kayano, Ryohei Kimura","It's summer and the Sakurada Royal Family are at the beach! Haruka is doing something fishy on the internet, and Misaki is busy at school as all her clones help out in different clubs. Misaki isn't too happy about it, though.",N/A,N/A,N/A,N/A,12,tt5080824,N/A
'Focus' and 'Lazarus',2015,N/A,N/A,"Comedy, Talk-Show",Eric Notarnicola,"Tim Heidecker, Gregg Turkington","Tim Heidecker, Gregg Turkington, Ayaka Ohwaki","Tim and Gregg review Focus, Lazarus and Son of the Pink Panther.",N/A,N/A,N/A,N/A,12,tt5080826,N/A
